datetime,funding_rates
2024-04-12 16:00:00,0.00295755
2024-04-12 15:00:00,0.00389915
2024-04-12 14:00:00,0.00446288
2024-04-12 13:00:00,0.00513092
2024-04-12 12:00:00,0.00545045
2024-04-12 11:00:00,0.0054584
2024-04-12 10:00:00,0.00503427
2024-04-12 09:00:00,0.0037264
2024-04-12 08:00:00,0.00214292
2024-04-12 07:00:00,0.00129777
2024-04-12 06:00:00,0.0007805
2024-04-12 05:00:00,2.63e-05
2024-04-12 04:00:00,-0.00091062
2024-04-12 03:00:00,-0.00247868
2024-04-12 02:00:00,-0.0032407
2024-04-12 01:00:00,-0.0032514
2024-04-12 00:00:00,-0.00332885
2024-04-11 23:00:00,-0.00389058
2024-04-11 22:00:00,-0.00516162
2024-04-11 21:00:00,-0.0054139
2024-04-11 20:00:00,-0.0050562
2024-04-11 19:00:00,-0.0038551
2024-04-11 18:00:00,-0.0031431
2024-04-11 17:00:00,-0.00312702
2024-04-11 16:00:00,-0.00301322
2024-04-11 15:00:00,-0.00230615
2024-04-11 14:00:00,-0.00088902
2024-04-11 13:00:00,-0.00052437
2024-04-11 12:00:00,-0.00027402
2024-04-11 11:00:00,2.003e-05
2024-04-11 10:00:00,1.948e-05
2024-04-11 09:00:00,1.357e-05
2024-04-11 08:00:00,-1.398e-05
2024-04-11 07:00:00,-0.00014903
2024-04-11 06:00:00,-0.0003219
2024-04-11 05:00:00,-0.00118423
2024-04-11 04:00:00,-0.00232242
2024-04-11 03:00:00,-0.00442018
2024-04-11 02:00:00,-0.0073208
2024-04-11 01:00:00,-0.0078025
2024-04-11 00:00:00,-0.00773887
2024-04-10 23:00:00,-0.00754127
2024-04-10 22:00:00,-0.00738735
2024-04-10 21:00:00,-0.00654778
2024-04-10 20:00:00,-0.00558432
2024-04-10 19:00:00,-0.0034707
2024-04-10 18:00:00,-0.00059083
2024-04-10 17:00:00,-0.00013772
2024-04-10 16:00:00,-9.145e-05
2024-04-10 15:00:00,1.24e-05
2024-04-10 14:00:00,0.00019082
2024-04-10 13:00:00,0.00034177
2024-04-10 12:00:00,0.00040602
2024-04-10 11:00:00,0.00040622
2024-04-10 10:00:00,0.00042807
2024-04-10 09:00:00,0.00052008
2024-04-10 08:00:00,0.00053762
2024-04-10 07:00:00,0.00043272
2024-04-10 06:00:00,-9.927e-05
2024-04-10 05:00:00,-0.00033105
2024-04-10 04:00:00,-0.00033937
2024-04-10 03:00:00,-0.00034317
2024-04-10 02:00:00,-0.00036705
2024-04-10 01:00:00,-0.00046473
2024-04-10 00:00:00,-0.0004974
2024-04-09 23:00:00,-0.00029923
2024-04-09 22:00:00,2.435e-05
2024-04-09 21:00:00,0.00015875
2024-04-09 20:00:00,0.00016125
2024-04-09 19:00:00,-1.49e-05
2024-04-09 18:00:00,-0.00076788
2024-04-09 17:00:00,-0.00246597
2024-04-09 16:00:00,-0.00434638
2024-04-09 15:00:00,-0.00655795
2024-04-09 14:00:00,-0.00671093
2024-04-09 13:00:00,-0.0064105
2024-04-09 12:00:00,-0.00501167
2024-04-09 11:00:00,-0.00378943
2024-04-09 10:00:00,-0.00163485
2024-04-09 09:00:00,0.000889
2024-04-09 08:00:00,0.00282732
2024-04-09 07:00:00,0.0048945
2024-04-09 06:00:00,0.00523515
2024-04-09 05:00:00,0.00570377
2024-04-09 04:00:00,0.00514262
2024-04-09 03:00:00,0.00425665
2024-04-09 02:00:00,0.00290953
2024-04-09 01:00:00,0.00224497
2024-04-09 00:00:00,0.00238428
2024-04-08 23:00:00,0.00281398
2024-04-08 22:00:00,0.00358617
2024-04-08 21:00:00,0.00445918
2024-04-08 20:00:00,0.0082324
2024-04-08 19:00:00,0.01343498
2024-04-08 18:00:00,0.01853657
2024-04-08 17:00:00,0.02489755
2024-04-08 16:00:00,0.03130203
2024-04-08 15:00:00,0.03643973
2024-04-08 14:00:00,0.03718173
2024-04-08 13:00:00,0.0360722
2024-04-08 12:00:00,0.03163388
2024-04-08 11:00:00,0.02664303
2024-04-08 10:00:00,0.02171423
2024-04-08 09:00:00,0.01578022
2024-04-08 08:00:00,0.01000522
2024-04-08 07:00:00,0.00514422
2024-04-08 06:00:00,0.0051577
2024-04-08 05:00:00,0.00531427
2024-04-08 04:00:00,0.0055435
2024-04-08 03:00:00,0.00565603
2024-04-08 02:00:00,0.0060388
2024-04-08 01:00:00,0.00649507
2024-04-08 00:00:00,0.00788732
2024-04-07 23:00:00,0.00913725
2024-04-07 22:00:00,0.00908318
2024-04-07 21:00:00,0.0094958
2024-04-07 20:00:00,0.00938137
2024-04-07 19:00:00,0.00911683
2024-04-07 18:00:00,0.00873447
2024-04-07 17:00:00,0.00851272
2024-04-07 16:00:00,0.00816582
2024-04-07 15:00:00,0.00613505
2024-04-07 14:00:00,0.00428648
2024-04-07 13:00:00,0.00319315
2024-04-07 12:00:00,0.00294373
2024-04-07 11:00:00,0.00291498
2024-04-07 10:00:00,0.00284105
2024-04-07 09:00:00,0.00236815
2024-04-07 08:00:00,0.00038073
2024-04-07 07:00:00,0.00013705
2024-04-07 06:00:00,0.00023405
2024-04-07 05:00:00,0.00021423
2024-04-07 04:00:00,0.00017492
2024-04-07 03:00:00,0.00016732
2024-04-07 02:00:00,5.888e-05
2024-04-07 01:00:00,-2.173e-05
2024-04-07 00:00:00,-0.00022002
2024-04-06 23:00:00,-0.0003236
2024-04-06 22:00:00,-0.00046867
2024-04-06 21:00:00,-0.0004525
2024-04-06 20:00:00,-0.00040998
2024-04-06 19:00:00,-0.00039928
2024-04-06 18:00:00,-0.0002855
2024-04-06 17:00:00,-0.00017985
2024-04-06 16:00:00,1.967e-05
2024-04-06 15:00:00,5.612e-05
2024-04-06 14:00:00,5.6e-05
2024-04-06 13:00:00,4.728e-05
2024-04-06 12:00:00,3.053e-05
2024-04-06 11:00:00,1e-05
2024-04-06 10:00:00,1.4e-06
2024-04-06 09:00:00,-4.942e-05
2024-04-06 08:00:00,-0.00012147
2024-04-06 07:00:00,-0.00020343
2024-04-06 06:00:00,-0.00024673
2024-04-06 05:00:00,-0.00121892
2024-04-06 04:00:00,-0.00292905
2024-04-06 03:00:00,-0.00496647
2024-04-06 02:00:00,-0.00596548
2024-04-06 01:00:00,-0.00639135
2024-04-06 00:00:00,-0.00686302
2024-04-05 23:00:00,-0.00704508
2024-04-05 22:00:00,-0.00733057
2024-04-05 21:00:00,-0.0065121
2024-04-05 20:00:00,-0.0049354
2024-04-05 19:00:00,-0.00305978
2024-04-05 18:00:00,-0.0021092
2024-04-05 17:00:00,-0.00203238
2024-04-05 16:00:00,-0.00217567
2024-04-05 15:00:00,-0.00358542
2024-04-05 14:00:00,-0.0054259
2024-04-05 13:00:00,-0.00764342
2024-04-05 12:00:00,-0.0082772
2024-04-05 11:00:00,-0.00819553
2024-04-05 10:00:00,-0.00839028
2024-04-05 09:00:00,-0.00832293
2024-04-05 08:00:00,-0.00811697
2024-04-05 07:00:00,-0.00686822
2024-04-05 06:00:00,-0.00586453
2024-04-05 05:00:00,-0.00429128
2024-04-05 04:00:00,-0.00423347
2024-04-05 03:00:00,-0.00567288
2024-04-05 02:00:00,-0.00604027
2024-04-05 01:00:00,-0.00568593
2024-04-05 00:00:00,-0.00524028
2024-04-04 23:00:00,-0.00473947
2024-04-04 22:00:00,-0.0034778
2024-04-04 21:00:00,-0.00252973
2024-04-04 20:00:00,-0.00186862
2024-04-04 19:00:00,-0.00048053
2024-04-04 18:00:00,5.958e-05
2024-04-04 17:00:00,4.712e-05
2024-04-04 16:00:00,4.662e-05
2024-04-04 15:00:00,5.345e-05
2024-04-04 14:00:00,2.038e-05
2024-04-04 13:00:00,-0.00054208
2024-04-04 12:00:00,-0.001179
2024-04-04 11:00:00,-0.00147553
2024-04-04 10:00:00,-0.00238047
2024-04-04 09:00:00,-0.00437915
2024-04-04 08:00:00,-0.00606692
2024-04-04 07:00:00,-0.00754442
2024-04-04 06:00:00,-0.00909785
2024-04-04 05:00:00,-0.0104144
2024-04-04 04:00:00,-0.0113319
2024-04-04 03:00:00,-0.01186762
2024-04-04 02:00:00,-0.01102412
2024-04-04 01:00:00,-0.00909158
2024-04-04 00:00:00,-0.00742892
2024-04-03 23:00:00,-0.0058999
2024-04-03 22:00:00,-0.00424597
2024-04-03 21:00:00,-0.00218747
2024-04-03 20:00:00,0.00016502
2024-04-03 19:00:00,0.00152637
2024-04-03 18:00:00,0.0019552
2024-04-03 17:00:00,0.00203352
2024-04-03 16:00:00,0.0020947
2024-04-03 15:00:00,0.00213207
2024-04-03 14:00:00,0.0020932
2024-04-03 13:00:00,0.0020543
2024-04-03 12:00:00,0.0012549
2024-04-03 11:00:00,0.00071702
2024-04-03 10:00:00,0.00040185
2024-04-03 09:00:00,0.00035547
2024-04-03 08:00:00,0.00023593
2024-04-03 07:00:00,7.53e-05
2024-04-03 06:00:00,-4.302e-05
2024-04-03 05:00:00,-0.00016563
2024-04-03 04:00:00,-0.00033285
2024-04-03 03:00:00,-0.001296
2024-04-03 02:00:00,-0.00156782
2024-04-03 01:00:00,-0.00158208
2024-04-03 00:00:00,-0.00153005
2024-04-02 23:00:00,-0.00144262
2024-04-02 22:00:00,-0.0013123
2024-04-02 21:00:00,-0.00087933
2024-04-02 20:00:00,-0.00053687
2024-04-02 19:00:00,0.00039807
2024-04-02 18:00:00,0.00064857
2024-04-02 17:00:00,0.00059233
2024-04-02 16:00:00,0.00045953
2024-04-02 15:00:00,0.00016258
2024-04-02 14:00:00,-0.00025333
2024-04-02 13:00:00,-0.00225652
2024-04-02 12:00:00,-0.00538045
2024-04-02 11:00:00,-0.00792645
2024-04-02 10:00:00,-0.0101986
2024-04-02 09:00:00,-0.00969537
2024-04-02 08:00:00,-0.00843448
2024-04-02 07:00:00,-0.00687683
2024-04-02 06:00:00,-0.00500037
2024-04-02 05:00:00,-0.00260762
2024-04-02 04:00:00,0.00063792
2024-04-02 03:00:00,0.00320653
2024-04-02 02:00:00,0.00536587
2024-04-02 01:00:00,0.00483983
2024-04-02 00:00:00,0.00376467
2024-04-01 23:00:00,0.00256148
2024-04-01 22:00:00,0.0014222
2024-04-01 21:00:00,0.00262788
2024-04-01 20:00:00,0.00650395
2024-04-01 19:00:00,0.00955523
2024-04-01 18:00:00,0.01284742
2024-04-01 17:00:00,0.01545428
2024-04-01 16:00:00,0.01655123
2024-04-01 15:00:00,0.01717512
2024-04-01 14:00:00,0.01695327
2024-04-01 13:00:00,0.01537333
2024-04-01 12:00:00,0.01238123
2024-04-01 11:00:00,0.01036983
2024-04-01 10:00:00,0.00765425
2024-04-01 09:00:00,0.00793652
2024-04-01 08:00:00,0.01437443
2024-04-01 07:00:00,0.02385895
2024-04-01 06:00:00,0.03387787
2024-04-01 05:00:00,0.04454823
2024-04-01 04:00:00,0.057059
2024-04-01 03:00:00,0.06917842
2024-04-01 02:00:00,0.07952487
2024-04-01 01:00:00,0.08351857
2024-04-01 00:00:00,0.08369327
2024-03-31 23:00:00,0.08124957
2024-03-31 22:00:00,0.08074255
2024-03-31 21:00:00,0.07929157
2024-03-31 20:00:00,0.07627713
2024-03-31 19:00:00,0.07313905
2024-03-31 18:00:00,0.07162583
2024-03-31 17:00:00,0.07442637
2024-03-31 16:00:00,0.07570857
2024-03-31 15:00:00,0.07603435
2024-03-31 14:00:00,0.07364568
2024-03-31 13:00:00,0.07009675
2024-03-31 12:00:00,0.06381238
2024-03-31 11:00:00,0.05678875
2024-03-31 10:00:00,0.05031422
2024-03-31 09:00:00,0.04236405
2024-03-31 08:00:00,0.03618398
2024-03-31 07:00:00,0.03127332
2024-03-31 06:00:00,0.02795585
2024-03-31 05:00:00,0.02605383
2024-03-31 04:00:00,0.02497668
2024-03-31 03:00:00,0.02626068
2024-03-31 02:00:00,0.02808692
2024-03-31 01:00:00,0.030914
2024-03-31 00:00:00,0.03414302
2024-03-30 23:00:00,0.03743425
2024-03-30 22:00:00,0.0404014
2024-03-30 21:00:00,0.04202447
2024-03-30 20:00:00,0.04378642
2024-03-30 19:00:00,0.04506057
2024-03-30 18:00:00,0.04394545
2024-03-30 17:00:00,0.04084178
2024-03-30 16:00:00,0.0365752
2024-03-30 15:00:00,0.03350068
2024-03-30 14:00:00,0.03183407
2024-03-30 13:00:00,0.03165403
2024-03-30 12:00:00,0.03132502
2024-03-30 11:00:00,0.02990908
2024-03-30 10:00:00,0.03032547
2024-03-30 09:00:00,0.0330579
2024-03-30 08:00:00,0.03339613
2024-03-30 07:00:00,0.03126923
2024-03-30 06:00:00,0.03027398
2024-03-30 05:00:00,0.02981335
2024-03-30 04:00:00,0.02906838
2024-03-30 03:00:00,0.02784272
2024-03-30 02:00:00,0.02594003
2024-03-30 01:00:00,0.02311858
2024-03-30 00:00:00,0.0226117
2024-03-29 23:00:00,0.02397753
2024-03-29 22:00:00,0.02274278
2024-03-29 21:00:00,0.02017558
2024-03-29 20:00:00,0.01920873
2024-03-29 19:00:00,0.01769713
2024-03-29 18:00:00,0.017194
2024-03-29 17:00:00,0.01562883
2024-03-29 16:00:00,0.013788
2024-03-29 15:00:00,0.01458757
2024-03-29 14:00:00,0.01891302
2024-03-29 13:00:00,0.02206608
2024-03-29 12:00:00,0.02361735
2024-03-29 11:00:00,0.02481503
2024-03-29 10:00:00,0.02487158
2024-03-29 09:00:00,0.02661653
2024-03-29 08:00:00,0.02789738
2024-03-29 07:00:00,0.02519773
2024-03-29 06:00:00,0.01949008
2024-03-29 05:00:00,0.01475313
2024-03-29 04:00:00,0.01139845
2024-03-29 03:00:00,0.0093748
2024-03-29 02:00:00,0.00941907
2024-03-29 01:00:00,0.00942577
2024-03-29 00:00:00,0.01057247
2024-03-28 23:00:00,0.0132189
2024-03-28 22:00:00,0.01676037
2024-03-28 21:00:00,0.02415352
2024-03-28 20:00:00,0.03287688
2024-03-28 19:00:00,0.04205943
2024-03-28 18:00:00,0.04908407
2024-03-28 17:00:00,0.05567593
2024-03-28 16:00:00,0.05890878
2024-03-28 15:00:00,0.05848342
2024-03-28 14:00:00,0.05715738
2024-03-28 13:00:00,0.05400937
2024-03-28 12:00:00,0.05058467
2024-03-28 11:00:00,0.0473393
2024-03-28 10:00:00,0.04454417
2024-03-28 09:00:00,0.04177995
2024-03-28 08:00:00,0.04210502
2024-03-28 07:00:00,0.04252725
2024-03-28 06:00:00,0.041707
2024-03-28 05:00:00,0.0383681
2024-03-28 04:00:00,0.034658
2024-03-28 03:00:00,0.03362622
2024-03-28 02:00:00,0.03407462
2024-03-28 01:00:00,0.03452462
2024-03-28 00:00:00,0.03189488
2024-03-27 23:00:00,0.03246487
2024-03-27 22:00:00,0.03871465
2024-03-27 21:00:00,0.04528887
2024-03-27 20:00:00,0.0477881
2024-03-27 19:00:00,0.04657125
2024-03-27 18:00:00,0.04356123
2024-03-27 17:00:00,0.04198667
2024-03-27 16:00:00,0.0409616
2024-03-27 15:00:00,0.04003245
2024-03-27 14:00:00,0.03676015
2024-03-27 13:00:00,0.03361117
2024-03-27 12:00:00,0.03162533
2024-03-27 11:00:00,0.03107272
2024-03-27 10:00:00,0.03136885
2024-03-27 09:00:00,0.03174458
2024-03-27 08:00:00,0.03442333
2024-03-27 07:00:00,0.03541087
2024-03-27 06:00:00,0.0338232
2024-03-27 05:00:00,0.03200678
2024-03-27 04:00:00,0.03201022
2024-03-27 03:00:00,0.03353477
2024-03-27 02:00:00,0.03401355
2024-03-27 01:00:00,0.03297025
2024-03-27 00:00:00,0.02991478
2024-03-26 23:00:00,0.02739653
2024-03-26 22:00:00,0.02594695
2024-03-26 21:00:00,0.02573088
2024-03-26 20:00:00,0.02549177
2024-03-26 19:00:00,0.0246141
2024-03-26 18:00:00,0.02497988
2024-03-26 17:00:00,0.02506967
2024-03-26 16:00:00,0.02475577
2024-03-26 15:00:00,0.02455787
2024-03-26 14:00:00,0.02337912
2024-03-26 13:00:00,0.02274058
2024-03-26 12:00:00,0.02179592
2024-03-26 11:00:00,0.0201167
2024-03-26 10:00:00,0.01858953
2024-03-26 09:00:00,0.01969543
