datetime,velocity_supply_total
2024-04-23 14:00:00,15.7245168
2024-04-23 13:00:00,15.72549711
2024-04-23 12:00:00,15.72540735
2024-04-23 11:00:00,15.72638455
2024-04-23 10:00:00,15.72753657
2024-04-23 09:00:00,15.72639774
2024-04-23 08:00:00,15.72643127
2024-04-23 07:00:00,15.7258693
2024-04-23 06:00:00,15.72709707
2024-04-23 05:00:00,15.72661404
2024-04-23 04:00:00,15.72606932
2024-04-23 03:00:00,15.72586601
2024-04-23 02:00:00,15.72628683
2024-04-23 01:00:00,15.72728218
2024-04-23 00:00:00,15.72796488
2024-04-22 23:00:00,15.72780602
2024-04-22 22:00:00,15.72758994
2024-04-22 21:00:00,15.72612636
2024-04-22 20:00:00,15.7263403
2024-04-22 19:00:00,15.7250902
2024-04-22 18:00:00,15.72508612
2024-04-22 17:00:00,15.72484345
2024-04-22 16:00:00,15.72396938
2024-04-22 15:00:00,15.72321394
2024-04-22 14:00:00,15.72194168
2024-04-22 13:00:00,15.72105874
2024-04-22 12:00:00,15.72041762
2024-04-22 11:00:00,15.72002498
2024-04-22 10:00:00,15.72010228
2024-04-22 09:00:00,15.72002751
2024-04-22 08:00:00,15.72026347
2024-04-22 07:00:00,15.71940506
2024-04-22 06:00:00,15.71950151
2024-04-22 05:00:00,15.71941912
2024-04-22 04:00:00,15.71978643
2024-04-22 03:00:00,15.71811031
2024-04-22 02:00:00,15.71797016
2024-04-22 01:00:00,15.71867793
2024-04-22 00:00:00,15.71754675
2024-04-21 23:00:00,15.71764241
2024-04-21 22:00:00,15.71644652
2024-04-21 21:00:00,15.71728672
2024-04-21 20:00:00,15.71781797
2024-04-21 19:00:00,15.71694878
2024-04-21 18:00:00,15.71682313
2024-04-21 17:00:00,15.71717121
2024-04-21 16:00:00,15.71775802
2024-04-21 15:00:00,15.71763358
2024-04-21 14:00:00,15.71792186
2024-04-21 13:00:00,15.71729916
2024-04-21 12:00:00,15.71774791
2024-04-21 11:00:00,15.71824053
2024-04-21 10:00:00,15.71863683
2024-04-21 09:00:00,15.71852338
2024-04-21 08:00:00,15.7191815
2024-04-21 07:00:00,15.71856227
2024-04-21 06:00:00,15.71900706
2024-04-21 05:00:00,15.71918195
2024-04-21 04:00:00,15.71962865
2024-04-21 03:00:00,15.71901659
2024-04-21 02:00:00,15.71883686
2024-04-21 01:00:00,15.71977505
2024-04-21 00:00:00,15.72027021
2024-04-20 23:00:00,15.72177375
2024-04-20 22:00:00,15.72264415
2024-04-20 21:00:00,15.72226579
2024-04-20 20:00:00,15.7232249
2024-04-20 19:00:00,15.72476509
2024-04-20 18:00:00,15.72621946
2024-04-20 17:00:00,15.72733607
2024-04-20 16:00:00,15.72846111
2024-04-20 15:00:00,15.73072523
2024-04-20 14:00:00,15.73181074
2024-04-20 13:00:00,15.73402501
2024-04-20 12:00:00,15.73542959
2024-04-20 11:00:00,15.73531725
2024-04-20 10:00:00,15.73625155
2024-04-20 09:00:00,15.73716341
2024-04-20 08:00:00,15.73696731
2024-04-20 07:00:00,15.73837628
2024-04-20 06:00:00,15.73976849
2024-04-20 05:00:00,15.73911266
2024-04-20 04:00:00,15.7404182
2024-04-20 03:00:00,15.74158979
2024-04-20 02:00:00,15.74231414
2024-04-20 01:00:00,15.74361875
2024-04-20 00:00:00,15.74444058
2024-04-19 23:00:00,15.74508222
2024-04-19 22:00:00,15.7457953
2024-04-19 21:00:00,15.74617179
2024-04-19 20:00:00,15.7465034
2024-04-19 19:00:00,15.74806155
2024-04-19 18:00:00,15.74769194
2024-04-19 17:00:00,15.7480847
2024-04-19 16:00:00,15.74833901
2024-04-19 15:00:00,15.74713058
2024-04-19 14:00:00,15.74775094
2024-04-19 13:00:00,15.74762039
2024-04-19 12:00:00,15.74694715
2024-04-19 11:00:00,15.74630653
2024-04-19 10:00:00,15.7464334
2024-04-19 09:00:00,15.74552953
2024-04-19 08:00:00,15.74561722
2024-04-19 07:00:00,15.74407663
2024-04-19 06:00:00,15.74435168
2024-04-19 05:00:00,15.74463028
2024-04-19 04:00:00,15.74379169
2024-04-19 03:00:00,15.74370555
2024-04-19 02:00:00,15.74462245
2024-04-19 01:00:00,15.74482663
2024-04-19 00:00:00,15.74527939
2024-04-18 23:00:00,15.74504806
2024-04-18 22:00:00,15.74497502
2024-04-18 21:00:00,15.74584115
2024-04-18 20:00:00,15.74582809
2024-04-18 19:00:00,15.74287189
2024-04-18 18:00:00,15.742675
2024-04-18 17:00:00,15.74263694
2024-04-18 16:00:00,15.74138314
2024-04-18 15:00:00,15.74214641
2024-04-18 14:00:00,15.74231281
2024-04-18 13:00:00,15.74146961
2024-04-18 12:00:00,15.74000199
2024-04-18 11:00:00,15.73959583
2024-04-18 10:00:00,15.73985473
2024-04-18 09:00:00,15.74091421
2024-04-18 08:00:00,15.7419143
2024-04-18 07:00:00,15.74269734
2024-04-18 06:00:00,15.74199098
2024-04-18 05:00:00,15.74201727
2024-04-18 04:00:00,15.74003824
2024-04-18 03:00:00,15.73802763
2024-04-18 02:00:00,15.73642257
2024-04-18 01:00:00,15.73675915
2024-04-18 00:00:00,15.73545391
2024-04-17 23:00:00,15.73509886
2024-04-17 22:00:00,15.73440662
2024-04-17 21:00:00,15.73371074
2024-04-17 20:00:00,15.73352575
2024-04-17 19:00:00,15.73400737
2024-04-17 18:00:00,15.73105634
2024-04-17 17:00:00,15.73003045
2024-04-17 16:00:00,15.72887727
2024-04-17 15:00:00,15.72840174
2024-04-17 14:00:00,15.72593716
2024-04-17 13:00:00,15.72435757
2024-04-17 12:00:00,15.72395345
2024-04-17 11:00:00,15.72378911
2024-04-17 10:00:00,15.72292866
2024-04-17 09:00:00,15.72260977
2024-04-17 08:00:00,15.72259865
2024-04-17 07:00:00,15.72294241
2024-04-17 06:00:00,15.72238632
2024-04-17 05:00:00,15.72365875
2024-04-17 04:00:00,15.72392965
2024-04-17 03:00:00,15.72338291
2024-04-17 02:00:00,15.72409029
2024-04-17 01:00:00,15.72401628
2024-04-17 00:00:00,15.72509785
2024-04-16 23:00:00,15.72573275
2024-04-16 22:00:00,15.72549783
2024-04-16 21:00:00,15.72474221
2024-04-16 20:00:00,15.72434509
2024-04-16 19:00:00,15.72377266
2024-04-16 18:00:00,15.72489228
2024-04-16 17:00:00,15.72544782
2024-04-16 16:00:00,15.72521989
2024-04-16 15:00:00,15.72591403
2024-04-16 14:00:00,15.72512532
2024-04-16 13:00:00,15.72366575
2024-04-16 12:00:00,15.72452262
2024-04-16 11:00:00,15.72494692
2024-04-16 10:00:00,15.72432226
2024-04-16 09:00:00,15.72408493
2024-04-16 08:00:00,15.72522812
2024-04-16 07:00:00,15.72676124
2024-04-16 06:00:00,15.72638028
2024-04-16 05:00:00,15.72572107
2024-04-16 04:00:00,15.72592719
2024-04-16 03:00:00,15.72600927
2024-04-16 02:00:00,15.72674575
2024-04-16 01:00:00,15.72640045
2024-04-16 00:00:00,15.72958756
2024-04-15 23:00:00,15.73020073
2024-04-15 22:00:00,15.73170442
2024-04-15 21:00:00,15.73096748
2024-04-15 20:00:00,15.73003539
2024-04-15 19:00:00,15.72967807
2024-04-15 18:00:00,15.72845241
2024-04-15 17:00:00,15.72726103
2024-04-15 16:00:00,15.72761688
2024-04-15 15:00:00,15.72651657
2024-04-15 14:00:00,15.72477701
2024-04-15 13:00:00,15.72305805
2024-04-15 12:00:00,15.72225147
2024-04-15 11:00:00,15.72269216
2024-04-15 10:00:00,15.72253277
2024-04-15 09:00:00,15.71986333
2024-04-15 08:00:00,15.7192168
2024-04-15 07:00:00,15.71595461
2024-04-15 06:00:00,15.71505342
2024-04-15 05:00:00,15.71615182
2024-04-15 04:00:00,15.71640002
2024-04-15 03:00:00,15.71656024
2024-04-15 02:00:00,15.71585994
2024-04-15 01:00:00,15.71563333
2024-04-15 00:00:00,15.71634728
2024-04-14 23:00:00,15.71581515
2024-04-14 22:00:00,15.71613376
2024-04-14 21:00:00,15.71691902
2024-04-14 20:00:00,15.71735729
2024-04-14 19:00:00,15.71709447
2024-04-14 18:00:00,15.71813069
2024-04-14 17:00:00,15.71879202
2024-04-14 16:00:00,15.71846443
2024-04-14 15:00:00,15.71794727
2024-04-14 14:00:00,15.71726857
2024-04-14 13:00:00,15.71713152
2024-04-14 12:00:00,15.71621943
2024-04-14 11:00:00,15.71740326
2024-04-14 10:00:00,15.71748961
2024-04-14 09:00:00,15.71784428
2024-04-14 08:00:00,15.71817827
2024-04-14 07:00:00,15.71796099
2024-04-14 06:00:00,15.71827185
2024-04-14 05:00:00,15.71783967
2024-04-14 04:00:00,15.7191342
2024-04-14 03:00:00,15.71951795
2024-04-14 02:00:00,15.72051584
2024-04-14 01:00:00,15.72128647
2024-04-14 00:00:00,15.72141413
2024-04-13 23:00:00,15.7220225
2024-04-13 22:00:00,15.72181694
2024-04-13 21:00:00,15.72175593
2024-04-13 20:00:00,15.7223843
2024-04-13 19:00:00,15.72005792
2024-04-13 18:00:00,15.72233541
2024-04-13 17:00:00,15.72193653
2024-04-13 16:00:00,15.72635947
2024-04-13 15:00:00,15.72826512
2024-04-13 14:00:00,15.72977696
2024-04-13 13:00:00,15.73074239
2024-04-13 12:00:00,15.73184055
2024-04-13 11:00:00,15.73248828
2024-04-13 10:00:00,15.73342479
2024-04-13 09:00:00,15.73319185
2024-04-13 08:00:00,15.73421866
2024-04-13 07:00:00,15.73624373
2024-04-13 06:00:00,15.73696999
2024-04-13 05:00:00,15.73798617
2024-04-13 04:00:00,15.73749081
2024-04-13 03:00:00,15.7401458
2024-04-13 02:00:00,15.74073869
2024-04-13 01:00:00,15.74100205
2024-04-13 00:00:00,15.74169781
2024-04-12 23:00:00,15.74178663
2024-04-12 22:00:00,15.74226621
2024-04-12 21:00:00,15.74189716
2024-04-12 20:00:00,15.7418447
2024-04-12 19:00:00,15.74182866
2024-04-12 18:00:00,15.73984597
2024-04-12 17:00:00,15.73963692
2024-04-12 16:00:00,15.73698269
2024-04-12 15:00:00,15.73651262
2024-04-12 14:00:00,15.73558713
2024-04-12 13:00:00,15.73514124
2024-04-12 12:00:00,15.73624287
2024-04-12 11:00:00,15.73790846
2024-04-12 10:00:00,15.73829513
2024-04-12 09:00:00,15.73904299
2024-04-12 08:00:00,15.73924225
2024-04-12 07:00:00,15.7386234
2024-04-12 06:00:00,15.73838705
2024-04-12 05:00:00,15.73868789
2024-04-12 04:00:00,15.73892737
2024-04-12 03:00:00,15.74046894
2024-04-12 02:00:00,15.7396053
2024-04-12 01:00:00,15.740252
2024-04-12 00:00:00,15.74052531
2024-04-11 23:00:00,15.7414573
2024-04-11 22:00:00,15.7418683
2024-04-11 21:00:00,15.74230334
2024-04-11 20:00:00,15.74236772
2024-04-11 19:00:00,15.7426417
2024-04-11 18:00:00,15.74273537
2024-04-11 17:00:00,15.74278019
2024-04-11 16:00:00,15.7435325
2024-04-11 15:00:00,15.74394365
2024-04-11 14:00:00,15.74687127
2024-04-11 13:00:00,15.74829219
2024-04-11 12:00:00,15.74863869
2024-04-11 11:00:00,15.75137842
2024-04-11 10:00:00,15.7511335
2024-04-11 09:00:00,15.74897567
2024-04-11 08:00:00,15.74893722
2024-04-11 07:00:00,15.74875871
2024-04-11 06:00:00,15.74736084
2024-04-11 05:00:00,15.74674632
2024-04-11 04:00:00,15.74640728
2024-04-11 03:00:00,15.74681617
2024-04-11 02:00:00,15.75129942
2024-04-11 01:00:00,15.75958119
2024-04-11 00:00:00,15.76047882
2024-04-10 23:00:00,15.76082062
2024-04-10 22:00:00,15.76161334
2024-04-10 21:00:00,15.76314996
2024-04-10 20:00:00,15.76139669
2024-04-10 19:00:00,15.76126037
2024-04-10 18:00:00,15.76103252
2024-04-10 17:00:00,15.76160097
2024-04-10 16:00:00,15.76208768
2024-04-10 15:00:00,15.76190073
2024-04-10 14:00:00,15.76122973
2024-04-10 13:00:00,15.76269892
2024-04-10 12:00:00,15.76303422
2024-04-10 11:00:00,15.76384997
2024-04-10 10:00:00,15.76391551
2024-04-10 09:00:00,15.76527412
2024-04-10 08:00:00,15.76549431
2024-04-10 07:00:00,15.76504816
2024-04-10 06:00:00,15.76586542
2024-04-10 05:00:00,15.7663514
2024-04-10 04:00:00,15.76683753
2024-04-10 03:00:00,15.7673798
2024-04-10 02:00:00,15.76790303
2024-04-10 01:00:00,15.76882438
2024-04-10 00:00:00,15.77085251
2024-04-09 23:00:00,15.77120441
2024-04-09 22:00:00,15.77191002
2024-04-09 21:00:00,15.77235386
2024-04-09 20:00:00,15.77296407
2024-04-09 19:00:00,15.7735152
2024-04-09 18:00:00,15.77346822
2024-04-09 17:00:00,15.77550166
2024-04-09 16:00:00,15.77705278
2024-04-09 15:00:00,15.77881251
2024-04-09 14:00:00,15.77719669
2024-04-09 13:00:00,15.77929471
2024-04-09 12:00:00,15.77869491
2024-04-09 11:00:00,15.77894205
2024-04-09 10:00:00,15.77905236
2024-04-09 09:00:00,15.77591695
2024-04-09 08:00:00,15.7754848
2024-04-09 07:00:00,15.77556222
2024-04-09 06:00:00,15.77530249
2024-04-09 05:00:00,15.77490569
2024-04-09 04:00:00,15.77579782
2024-04-09 03:00:00,15.77492936
2024-04-09 02:00:00,15.77628481
2024-04-09 01:00:00,15.77705012
2024-04-09 00:00:00,15.77827652
2024-04-08 23:00:00,15.77757506
2024-04-08 22:00:00,15.77706238
2024-04-08 21:00:00,15.7754333
2024-04-08 20:00:00,15.77542323
2024-04-08 19:00:00,15.77206814
2024-04-08 18:00:00,15.77065652
2024-04-08 17:00:00,15.76924074
2024-04-08 16:00:00,15.76836888
2024-04-08 15:00:00,15.76776918
2024-04-08 14:00:00,15.76580991
2024-04-08 13:00:00,15.76518378
2024-04-08 12:00:00,15.76342689
2024-04-08 11:00:00,15.7620481
2024-04-08 10:00:00,15.76169493
2024-04-08 09:00:00,15.76126081
2024-04-08 08:00:00,15.76032844
2024-04-08 07:00:00,15.75784745
2024-04-08 06:00:00,15.75746891
2024-04-08 05:00:00,15.75778407
2024-04-08 04:00:00,15.75796678
2024-04-08 03:00:00,15.75913451
2024-04-08 02:00:00,15.75907966
2024-04-08 01:00:00,15.7594236
2024-04-08 00:00:00,15.75970687
2024-04-07 23:00:00,15.75879571
2024-04-07 22:00:00,15.75917746
2024-04-07 21:00:00,15.75933398
2024-04-07 20:00:00,15.75912305
2024-04-07 19:00:00,15.75964142
2024-04-07 18:00:00,15.75960947
2024-04-07 17:00:00,15.75912692
2024-04-07 16:00:00,15.75916123
2024-04-07 15:00:00,15.75854485
2024-04-07 14:00:00,15.75837166
2024-04-07 13:00:00,15.75919453
2024-04-07 12:00:00,15.75983372
2024-04-07 11:00:00,15.76065786
2024-04-07 10:00:00,15.76067389
2024-04-07 09:00:00,15.76115521
2024-04-07 08:00:00,15.76126514
2024-04-07 07:00:00,15.7619668
2024-04-07 06:00:00,15.76256772
2024-04-07 05:00:00,15.76187168
2024-04-07 04:00:00,15.76179851
2024-04-07 03:00:00,15.76061784
2024-04-07 02:00:00,15.76081134
2024-04-07 01:00:00,15.7611174
2024-04-07 00:00:00,15.76161578
2024-04-06 23:00:00,15.76088665
2024-04-06 22:00:00,15.76150321
2024-04-06 21:00:00,15.76215405
2024-04-06 20:00:00,15.76210848
2024-04-06 19:00:00,15.76304593
2024-04-06 18:00:00,15.76306246
2024-04-06 17:00:00,15.76371009
2024-04-06 16:00:00,15.76445832
2024-04-06 15:00:00,15.76539636
2024-04-06 14:00:00,15.76471528
2024-04-06 13:00:00,15.7662217
2024-04-06 12:00:00,15.76738103
2024-04-06 11:00:00,15.76762338
2024-04-06 10:00:00,15.76818454
2024-04-06 09:00:00,15.76820398
2024-04-06 08:00:00,15.77003482
2024-04-06 07:00:00,15.77012161
2024-04-06 06:00:00,15.77192176
2024-04-06 05:00:00,15.77349507
2024-04-06 04:00:00,15.77320595
2024-04-06 03:00:00,15.77231161
2024-04-06 02:00:00,15.77258617
2024-04-06 01:00:00,15.77145842
2024-04-06 00:00:00,15.77121382
2024-04-05 23:00:00,15.77037345
2024-04-05 22:00:00,15.77070602
2024-04-05 21:00:00,15.77118742
2024-04-05 20:00:00,15.77094068
2024-04-05 19:00:00,15.77115615
2024-04-05 18:00:00,15.773533
2024-04-05 17:00:00,15.77390027
2024-04-05 16:00:00,15.77383063
2024-04-05 15:00:00,15.77531159
2024-04-05 14:00:00,15.77452326
2024-04-05 13:00:00,15.77455646
2024-04-05 12:00:00,15.77480311
2024-04-05 11:00:00,15.77492463
2024-04-05 10:00:00,15.77576783
2024-04-05 09:00:00,15.77592856
2024-04-05 08:00:00,15.77409367
2024-04-05 07:00:00,15.77473797
2024-04-05 06:00:00,15.7756406
2024-04-05 05:00:00,15.77519224
2024-04-05 04:00:00,15.77562209
2024-04-05 03:00:00,15.7745842
2024-04-05 02:00:00,15.77474229
2024-04-05 01:00:00,15.7743931
2024-04-05 00:00:00,15.77416298
2024-04-04 23:00:00,15.77460631
2024-04-04 22:00:00,15.77550838
2024-04-04 21:00:00,15.77584765
2024-04-04 20:00:00,15.77615864
2024-04-04 19:00:00,15.77832192
2024-04-04 18:00:00,15.77787225
2024-04-04 17:00:00,15.7773367
2024-04-04 16:00:00,15.77803005
2024-04-04 15:00:00,15.78005406
2024-04-04 14:00:00,15.78054143
2024-04-04 13:00:00,15.78145495
2024-04-04 12:00:00,15.78101076
2024-04-04 11:00:00,15.78189225
2024-04-04 10:00:00,15.78314877
2024-04-04 09:00:00,15.78385633
2024-04-04 08:00:00,15.78410092
2024-04-04 07:00:00,15.78517963
2024-04-04 06:00:00,15.78662411
2024-04-04 05:00:00,15.78902569
2024-04-04 04:00:00,15.78950847
2024-04-04 03:00:00,15.78697877
2024-04-04 02:00:00,15.78708867
2024-04-04 01:00:00,15.78797008
2024-04-04 00:00:00,15.78804403
2024-04-03 23:00:00,15.7881499
2024-04-03 22:00:00,15.78908088
2024-04-03 21:00:00,15.78951934
2024-04-03 20:00:00,15.79019607
2024-04-03 19:00:00,15.79081679
2024-04-03 18:00:00,15.79207763
2024-04-03 17:00:00,15.79274331
2024-04-03 16:00:00,15.79463172
2024-04-03 15:00:00,15.7949013
2024-04-03 14:00:00,15.79377078
2024-04-03 13:00:00,15.79577226
2024-04-03 12:00:00,15.79641943
2024-04-03 11:00:00,15.79622961
2024-04-03 10:00:00,15.79763568
2024-04-03 09:00:00,15.79672483
2024-04-03 08:00:00,15.79780574
2024-04-03 07:00:00,15.79776888
2024-04-03 06:00:00,15.79693843
2024-04-03 05:00:00,15.79792348
2024-04-03 04:00:00,15.79822253
2024-04-03 03:00:00,15.79586987
2024-04-03 02:00:00,15.79793275
2024-04-03 01:00:00,15.79882947
2024-04-03 00:00:00,15.79864545
2024-04-02 23:00:00,15.79920188
2024-04-02 22:00:00,15.79917818
2024-04-02 21:00:00,15.79853981
2024-04-02 20:00:00,15.7999567
2024-04-02 19:00:00,15.7991306
2024-04-02 18:00:00,15.80012385
2024-04-02 17:00:00,15.80068384
2024-04-02 16:00:00,15.79966721
2024-04-02 15:00:00,15.79649904
2024-04-02 14:00:00,15.79615697
2024-04-02 13:00:00,15.79619234
2024-04-02 12:00:00,15.79396207
2024-04-02 11:00:00,15.79414303
2024-04-02 10:00:00,15.79473771
2024-04-02 09:00:00,15.79590662
2024-04-02 08:00:00,15.79477088
2024-04-02 07:00:00,15.79473858
2024-04-02 06:00:00,15.79605393
2024-04-02 05:00:00,15.79553569
2024-04-02 04:00:00,15.79519459
2024-04-02 03:00:00,15.79504171
2024-04-02 02:00:00,15.79577815
2024-04-02 01:00:00,15.79672894
2024-04-02 00:00:00,15.79779825
2024-04-01 23:00:00,15.79823334
2024-04-01 22:00:00,15.79861305
2024-04-01 21:00:00,15.7981064
2024-04-01 20:00:00,15.79760624
2024-04-01 19:00:00,15.79801471
2024-04-01 18:00:00,15.79676151
2024-04-01 17:00:00,15.79557322
2024-04-01 16:00:00,15.79534834
2024-04-01 15:00:00,15.7952731
2024-04-01 14:00:00,15.78154837
2024-04-01 13:00:00,15.78197198
2024-04-01 12:00:00,15.78215847
2024-04-01 11:00:00,15.78226927
2024-04-01 10:00:00,15.78267309
2024-04-01 09:00:00,15.78315908
2024-04-01 08:00:00,15.7797644
2024-04-01 07:00:00,15.78074596
2024-04-01 06:00:00,15.77824636
2024-04-01 05:00:00,15.77804308
2024-04-01 04:00:00,15.77580493
2024-04-01 03:00:00,15.77535613
2024-04-01 02:00:00,15.77460928
2024-04-01 01:00:00,15.77271466
2024-04-01 00:00:00,15.77292421
2024-03-31 23:00:00,15.77327454
2024-03-31 22:00:00,15.77351632
2024-03-31 21:00:00,15.77505025
2024-03-31 20:00:00,15.77478452
2024-03-31 19:00:00,15.77576966
2024-03-31 18:00:00,15.77606345
2024-03-31 17:00:00,15.77728457
2024-03-31 16:00:00,15.77701881
2024-03-31 15:00:00,15.77779014
2024-03-31 14:00:00,15.77818035
2024-03-31 13:00:00,15.77919263
2024-03-31 12:00:00,15.78024864
2024-03-31 11:00:00,15.78097232
2024-03-31 10:00:00,15.78217086
2024-03-31 09:00:00,15.78280105
2024-03-31 08:00:00,15.78350298
2024-03-31 07:00:00,15.78623442
2024-03-31 06:00:00,15.78600031
2024-03-31 05:00:00,15.78682504
2024-03-31 04:00:00,15.78714483
2024-03-31 03:00:00,15.78818035
2024-03-31 02:00:00,15.79019131
2024-03-31 01:00:00,15.79010624
2024-03-31 00:00:00,15.79174169
2024-03-30 23:00:00,15.79096137
2024-03-30 22:00:00,15.7918884
2024-03-30 21:00:00,15.79372044
2024-03-30 20:00:00,15.79548727
2024-03-30 19:00:00,15.79804953
2024-03-30 18:00:00,15.79709953
2024-03-30 17:00:00,15.798434
2024-03-30 16:00:00,15.7993635
2024-03-30 15:00:00,15.79960781
2024-03-30 14:00:00,15.79969592
2024-03-30 13:00:00,15.79947422
2024-03-30 12:00:00,15.80080926
2024-03-30 11:00:00,15.80393631
2024-03-30 10:00:00,15.80402081
2024-03-30 09:00:00,15.80339044
2024-03-30 08:00:00,15.80535614
2024-03-30 07:00:00,15.80849705
2024-03-30 06:00:00,15.80958992
2024-03-30 05:00:00,15.8111681
2024-03-30 04:00:00,15.81135071
2024-03-30 03:00:00,15.81325205
2024-03-30 02:00:00,15.81465632
2024-03-30 01:00:00,15.81676162
2024-03-30 00:00:00,15.81898799
2024-03-29 23:00:00,15.81929317
2024-03-29 22:00:00,15.81978712
2024-03-29 21:00:00,15.82001648
2024-03-29 20:00:00,15.8220803
2024-03-29 19:00:00,15.82282111
2024-03-29 18:00:00,15.82655649
2024-03-29 17:00:00,15.82741214
2024-03-29 16:00:00,15.83059504
2024-03-29 15:00:00,15.83933036
2024-03-29 14:00:00,15.84073766
2024-03-29 13:00:00,15.84132144
2024-03-29 12:00:00,15.84203445
2024-03-29 11:00:00,15.84175737
2024-03-29 10:00:00,15.84170595
2024-03-29 09:00:00,15.84179595
2024-03-29 08:00:00,15.84286785
2024-03-29 07:00:00,15.84351553
2024-03-29 06:00:00,15.84413958
2024-03-29 05:00:00,15.84468199
2024-03-29 04:00:00,15.84649852
2024-03-29 03:00:00,15.84766556
2024-03-29 02:00:00,15.84800055
2024-03-29 01:00:00,15.84915815
2024-03-29 00:00:00,15.85016939
2024-03-28 23:00:00,15.85029446
2024-03-28 22:00:00,15.85198745
2024-03-28 21:00:00,15.85327598
2024-03-28 20:00:00,15.85385144
2024-03-28 19:00:00,15.85533942
2024-03-28 18:00:00,15.85470657
2024-03-28 17:00:00,15.8534954
2024-03-28 16:00:00,15.85115654
2024-03-28 15:00:00,15.85207356
2024-03-28 14:00:00,15.85085067
2024-03-28 13:00:00,15.85029898
2024-03-28 12:00:00,15.84883616
2024-03-28 11:00:00,15.84950678
2024-03-28 10:00:00,15.84930409
2024-03-28 09:00:00,15.85151333
2024-03-28 08:00:00,15.85312503
2024-03-28 07:00:00,15.85525719
2024-03-28 06:00:00,15.85601356
2024-03-28 05:00:00,15.85730568
2024-03-28 04:00:00,15.85761493
2024-03-28 03:00:00,15.85704753
2024-03-28 02:00:00,15.85980097
2024-03-28 01:00:00,15.85920425
2024-03-28 00:00:00,15.85830648
2024-03-27 23:00:00,15.85828192
2024-03-27 22:00:00,15.85953254
2024-03-27 21:00:00,15.85837743
2024-03-27 20:00:00,15.85746803
2024-03-27 19:00:00,15.85857899
2024-03-27 18:00:00,15.86028165
2024-03-27 17:00:00,15.86046128
2024-03-27 16:00:00,15.8605735
2024-03-27 15:00:00,15.86196332
2024-03-27 14:00:00,15.8617083
2024-03-27 13:00:00,15.85981286
2024-03-27 12:00:00,15.86094319
2024-03-27 11:00:00,15.86256687
2024-03-27 10:00:00,15.86264575
2024-03-27 09:00:00,15.86334952
2024-03-27 08:00:00,15.86273986
2024-03-27 07:00:00,15.8620382
2024-03-27 06:00:00,15.86196798
2024-03-27 05:00:00,15.86254152
2024-03-27 04:00:00,15.86365094
2024-03-27 03:00:00,15.86382866
2024-03-27 02:00:00,15.8639366
2024-03-27 01:00:00,15.86654404
2024-03-27 00:00:00,15.86858077
2024-03-26 23:00:00,15.86703876
2024-03-26 22:00:00,15.86872314
2024-03-26 21:00:00,15.86777229
2024-03-26 20:00:00,15.86749646
2024-03-26 19:00:00,15.86702352
2024-03-26 18:00:00,15.86426371
2024-03-26 17:00:00,15.86734267
