datetime,block_interval
2024-04-22 22:00:00,697.83333333
2024-04-22 21:00:00,376.0
2024-04-22 20:00:00,437.5
2024-04-22 19:00:00,917.25
2024-04-22 18:00:00,299.0
2024-04-22 17:00:00,790.2
2024-04-22 16:00:00,651.16666667
2024-04-22 15:00:00,628.2
2024-04-22 14:00:00,679.0
2024-04-22 13:00:00,396.77777778
2024-04-22 12:00:00,714.83333333
2024-04-22 11:00:00,566.66666667
2024-04-22 10:00:00,619.4
2024-04-22 09:00:00,452.125
2024-04-22 08:00:00,738.2
2024-04-22 07:00:00,1034.2
2024-04-22 06:00:00,599.75
2024-04-22 05:00:00,1654.5
2024-04-22 04:00:00,497.57142857
2024-04-22 03:00:00,515.0
2024-04-22 02:00:00,1052.2
2024-04-22 01:00:00,681.33333333
2024-04-22 00:00:00,356.54545455
2024-04-21 23:00:00,472.28571429
2024-04-21 22:00:00,1320.0
2024-04-21 21:00:00,441.55555556
2024-04-21 20:00:00,1946.0
2024-04-21 19:00:00,382.66666667
2024-04-21 18:00:00,746.6
2024-04-21 17:00:00,1082.0
2024-04-21 16:00:00,591.33333333
2024-04-21 15:00:00,2000.5
2024-04-21 14:00:00,518.0
2024-04-21 13:00:00,453.11111111
2024-04-21 12:00:00,534.4
2024-04-21 11:00:00,622.0
2024-04-21 10:00:00,434.125
2024-04-21 09:00:00,468.5
2024-04-21 08:00:00,417.55555556
2024-04-21 07:00:00,1274.0
2024-04-21 06:00:00,625.5
2024-04-21 05:00:00,1015.0
2024-04-21 04:00:00,707.6
2024-04-21 03:00:00,755.66666667
2024-04-21 02:00:00,553.2
2024-04-21 01:00:00,444.25
2024-04-21 00:00:00,533.625
2024-04-20 23:00:00,406.28571429
2024-04-20 22:00:00,503.25
2024-04-20 21:00:00,606.0
2024-04-20 20:00:00,3287.0
2024-04-20 19:00:00,533.71428571
2024-04-20 18:00:00,633.8
2024-04-20 17:00:00,751.83333333
2024-04-20 16:00:00,1334.33333333
2024-04-20 15:00:00,793.33333333
2024-04-20 14:00:00,941.75
2024-04-20 13:00:00,1043.0
2024-04-20 12:00:00,619.6
2024-04-20 11:00:00,989.0
2024-04-20 10:00:00,640.5
2024-04-20 09:00:00,658.0
2024-04-20 08:00:00,638.66666667
2024-04-20 07:00:00,574.66666667
2024-04-20 06:00:00,446.625
2024-04-20 05:00:00,520.875
2024-04-20 04:00:00,1098.0
2024-04-20 03:00:00,763.25
2024-04-20 02:00:00,688.66666667
2024-04-20 01:00:00,497.22222222
2024-04-20 00:00:00,346.66666667
2024-04-19 23:00:00,618.33333333
2024-04-19 22:00:00,710.4
2024-04-19 21:00:00,399.77777778
2024-04-19 20:00:00,499.625
2024-04-19 19:00:00,480.0
2024-04-19 18:00:00,818.0
2024-04-19 17:00:00,344.1
2024-04-19 16:00:00,687.4
2024-04-19 15:00:00,661.0
2024-04-19 14:00:00,883.33333333
2024-04-19 13:00:00,644.66666667
2024-04-19 12:00:00,1327.25
2024-04-19 11:00:00,759.0
2024-04-19 10:00:00,581.0
2024-04-19 09:00:00,878.75
2024-04-19 08:00:00,494.71428571
2024-04-19 07:00:00,900.75
2024-04-19 06:00:00,493.28571429
2024-04-19 05:00:00,616.0
2024-04-19 04:00:00,308.5
2024-04-19 03:00:00,554.42857143
2024-04-19 02:00:00,460.375
2024-04-19 01:00:00,1200.0
2024-04-19 00:00:00,446.11111111
2024-04-18 23:00:00,347.75
2024-04-18 22:00:00,842.33333333
2024-04-18 21:00:00,746.33333333
2024-04-18 20:00:00,620.14285714
2024-04-18 19:00:00,498.0
2024-04-18 18:00:00,968.33333333
2024-04-18 17:00:00,729.4
2024-04-18 16:00:00,536.14285714
2024-04-18 15:00:00,371.22222222
2024-04-18 14:00:00,461.0
2024-04-18 13:00:00,348.3
2024-04-18 12:00:00,720.8
2024-04-18 11:00:00,450.5
2024-04-18 10:00:00,648.0
2024-04-18 09:00:00,423.57142857
2024-04-18 08:00:00,823.83333333
2024-04-18 07:00:00,1358.5
2024-04-18 06:00:00,985.0
2024-04-18 05:00:00,521.71428571
2024-04-18 04:00:00,610.16666667
2024-04-18 03:00:00,634.28571429
2024-04-18 02:00:00,772.5
2024-04-18 01:00:00,722.16666667
2024-04-18 00:00:00,871.5
2024-04-17 23:00:00,418.5
2024-04-17 22:00:00,1175.66666667
2024-04-17 21:00:00,486.57142857
2024-04-17 20:00:00,606.0
2024-04-17 19:00:00,495.55555556
2024-04-17 18:00:00,678.8
2024-04-17 17:00:00,676.6
2024-04-17 16:00:00,1102.0
2024-04-17 15:00:00,699.2
2024-04-17 14:00:00,422.625
2024-04-17 13:00:00,974.33333333
2024-04-17 12:00:00,1097.5
2024-04-17 11:00:00,515.16666667
2024-04-17 10:00:00,1138.66666667
2024-04-17 09:00:00,676.14285714
2024-04-17 08:00:00,371.66666667
2024-04-17 07:00:00,584.125
2024-04-17 06:00:00,802.25
2024-04-17 05:00:00,563.83333333
2024-04-17 04:00:00,520.88888889
2024-04-17 03:00:00,590.8
2024-04-17 02:00:00,615.0
2024-04-17 01:00:00,594.125
2024-04-17 00:00:00,525.66666667
2024-04-16 23:00:00,433.54545455
2024-04-16 22:00:00,614.0
2024-04-16 21:00:00,396.44444444
2024-04-16 20:00:00,453.125
2024-04-16 19:00:00,525.0
2024-04-16 18:00:00,450.625
2024-04-16 17:00:00,375.83333333
2024-04-16 16:00:00,878.0
2024-04-16 15:00:00,633.42857143
2024-04-16 14:00:00,732.4
2024-04-16 13:00:00,922.25
2024-04-16 12:00:00,570.33333333
2024-04-16 11:00:00,501.42857143
2024-04-16 10:00:00,360.375
2024-04-16 09:00:00,394.7
2024-04-16 08:00:00,725.6
2024-04-16 07:00:00,506.85714286
2024-04-16 06:00:00,491.14285714
2024-04-16 05:00:00,577.11111111
2024-04-16 04:00:00,997.0
2024-04-16 03:00:00,427.66666667
2024-04-16 02:00:00,550.66666667
2024-04-16 01:00:00,442.375
2024-04-16 00:00:00,1397.66666667
2024-04-15 23:00:00,1064.0
2024-04-15 22:00:00,512.28571429
2024-04-15 21:00:00,405.75
2024-04-15 20:00:00,2658.5
2024-04-15 19:00:00,736.5
2024-04-15 18:00:00,665.42857143
2024-04-15 17:00:00,674.25
2024-04-15 16:00:00,446.75
2024-04-15 15:00:00,495.57142857
2024-04-15 14:00:00,531.14285714
2024-04-15 13:00:00,572.85714286
2024-04-15 12:00:00,787.0
2024-04-15 11:00:00,905.75
2024-04-15 10:00:00,571.28571429
2024-04-15 09:00:00,301.6
2024-04-15 08:00:00,380.0
2024-04-15 07:00:00,983.4
2024-04-15 06:00:00,865.5
2024-04-15 05:00:00,3792.0
2024-04-15 04:00:00,558.71428571
2024-04-15 03:00:00,610.16666667
2024-04-15 02:00:00,1390.0
2024-04-15 01:00:00,426.88888889
2024-04-15 00:00:00,440.77777778
2024-04-14 23:00:00,502.0
2024-04-14 22:00:00,435.33333333
2024-04-14 21:00:00,1486.25
2024-04-14 20:00:00,616.5
2024-04-14 19:00:00,326.54545455
2024-04-14 18:00:00,562.625
2024-04-14 17:00:00,1052.66666667
2024-04-14 16:00:00,459.0
2024-04-14 15:00:00,790.4
2024-04-14 14:00:00,415.5
2024-04-14 13:00:00,988.0
2024-04-14 12:00:00,445.8
2024-04-14 11:00:00,221.69230769
2024-04-14 10:00:00,445.55555556
2024-04-14 09:00:00,901.75
2024-04-14 08:00:00,844.75
2024-04-14 07:00:00,609.0
2024-04-14 06:00:00,302.75
2024-04-14 05:00:00,639.42857143
2024-04-14 04:00:00,473.4
2024-04-14 03:00:00,710.0
2024-04-14 02:00:00,504.125
2024-04-14 01:00:00,684.33333333
2024-04-14 00:00:00,1712.5
2024-04-13 23:00:00,416.71428571
2024-04-13 22:00:00,1171.0
2024-04-13 21:00:00,336.63636364
2024-04-13 20:00:00,580.5
2024-04-13 19:00:00,519.42857143
2024-04-13 18:00:00,443.22222222
2024-04-13 17:00:00,397.55555556
2024-04-13 16:00:00,1131.66666667
2024-04-13 15:00:00,873.0
2024-04-13 14:00:00,408.25
2024-04-13 13:00:00,505.14285714
2024-04-13 12:00:00,346.0
2024-04-13 11:00:00,468.875
2024-04-13 10:00:00,655.33333333
2024-04-13 09:00:00,343.11111111
2024-04-13 08:00:00,547.0
2024-04-13 07:00:00,837.0
2024-04-13 06:00:00,625.5
2024-04-13 05:00:00,385.22222222
2024-04-13 04:00:00,452.25
2024-04-13 03:00:00,1020.6
2024-04-13 02:00:00,1107.5
2024-04-13 01:00:00,492.71428571
2024-04-13 00:00:00,433.44444444
2024-04-12 23:00:00,422.125
2024-04-12 22:00:00,602.75
2024-04-12 21:00:00,597.0
2024-04-12 20:00:00,761.5
2024-04-12 19:00:00,407.6
2024-04-12 18:00:00,675.4
2024-04-12 17:00:00,485.875
2024-04-12 16:00:00,593.0
2024-04-12 15:00:00,1042.0
2024-04-12 14:00:00,487.8
2024-04-12 13:00:00,779.66666667
2024-04-12 12:00:00,1096.66666667
2024-04-12 11:00:00,843.75
2024-04-12 10:00:00,1116.66666667
2024-04-12 09:00:00,529.57142857
2024-04-12 08:00:00,453.0
2024-04-12 07:00:00,459.375
2024-04-12 06:00:00,2185.0
2024-04-12 05:00:00,1665.0
2024-04-12 04:00:00,431.8
2024-04-12 03:00:00,1223.66666667
2024-04-12 02:00:00,386.5
2024-04-12 01:00:00,762.4
2024-04-12 00:00:00,736.2
2024-04-11 23:00:00,754.75
2024-04-11 22:00:00,1351.0
2024-04-11 21:00:00,626.6
2024-04-11 20:00:00,1341.0
2024-04-11 19:00:00,573.42857143
2024-04-11 18:00:00,1133.66666667
2024-04-11 17:00:00,607.8
2024-04-11 16:00:00,2102.5
2024-04-11 15:00:00,931.5
2024-04-11 14:00:00,752.83333333
2024-04-11 13:00:00,467.75
2024-04-11 12:00:00,1024.2
2024-04-11 11:00:00,490.0
2024-04-11 10:00:00,706.75
2024-04-11 09:00:00,695.6
2024-04-11 08:00:00,421.11111111
2024-04-11 07:00:00,544.14285714
2024-04-11 06:00:00,399.875
2024-04-11 05:00:00,740.0
2024-04-11 04:00:00,386.5
2024-04-11 03:00:00,684.16666667
2024-04-11 02:00:00,731.0
2024-04-11 01:00:00,257.09090909
2024-04-11 00:00:00,592.5
2024-04-10 23:00:00,953.5
2024-04-10 22:00:00,670.6
2024-04-10 21:00:00,634.0
2024-04-10 20:00:00,953.0
2024-04-10 19:00:00,662.25
2024-04-10 18:00:00,707.6
2024-04-10 17:00:00,392.4
2024-04-10 16:00:00,411.125
2024-04-10 15:00:00,590.57142857
2024-04-10 14:00:00,1415.66666667
2024-04-10 13:00:00,536.0
2024-04-10 12:00:00,496.11111111
2024-04-10 11:00:00,566.2
2024-04-10 10:00:00,852.6
2024-04-10 09:00:00,553.66666667
2024-04-10 08:00:00,317.88888889
2024-04-10 07:00:00,976.5
2024-04-10 06:00:00,436.875
2024-04-10 05:00:00,532.14285714
2024-04-10 04:00:00,623.0
2024-04-10 03:00:00,583.2
2024-04-10 02:00:00,792.0
2024-04-10 01:00:00,359.2
2024-04-10 00:00:00,377.1
2024-04-09 23:00:00,633.57142857
2024-04-09 22:00:00,697.75
2024-04-09 21:00:00,1240.33333333
2024-04-09 20:00:00,396.66666667
2024-04-09 19:00:00,642.0
2024-04-09 18:00:00,1415.33333333
2024-04-09 17:00:00,331.88888889
2024-04-09 16:00:00,443.11111111
2024-04-09 15:00:00,490.33333333
2024-04-09 14:00:00,529.71428571
2024-04-09 13:00:00,468.75
2024-04-09 12:00:00,910.5
2024-04-09 11:00:00,679.8
2024-04-09 10:00:00,507.77777778
2024-04-09 09:00:00,1136.33333333
2024-04-09 08:00:00,1066.25
2024-04-09 07:00:00,539.0
2024-04-09 06:00:00,405.875
2024-04-09 05:00:00,476.25
2024-04-09 04:00:00,945.25
2024-04-09 03:00:00,572.66666667
2024-04-09 02:00:00,489.875
2024-04-09 01:00:00,554.25
2024-04-09 00:00:00,561.75
2024-04-08 23:00:00,557.0
2024-04-08 22:00:00,409.88888889
2024-04-08 21:00:00,927.25
2024-04-08 20:00:00,720.0
2024-04-08 19:00:00,511.66666667
2024-04-08 18:00:00,634.16666667
2024-04-08 17:00:00,978.0
2024-04-08 16:00:00,635.6
2024-04-08 15:00:00,587.0
2024-04-08 14:00:00,328.07142857
2024-04-08 13:00:00,404.0
2024-04-08 12:00:00,623.5
2024-04-08 11:00:00,624.4
2024-04-08 10:00:00,501.125
2024-04-08 09:00:00,492.5
2024-04-08 08:00:00,534.85714286
2024-04-08 07:00:00,487.14285714
2024-04-08 06:00:00,402.7
2024-04-08 05:00:00,689.85714286
2024-04-08 04:00:00,732.16666667
2024-04-08 03:00:00,386.66666667
2024-04-08 02:00:00,647.5
2024-04-08 01:00:00,682.33333333
2024-04-08 00:00:00,489.85714286
2024-04-07 23:00:00,455.85714286
2024-04-07 22:00:00,456.375
2024-04-07 21:00:00,371.55555556
2024-04-07 20:00:00,552.14285714
2024-04-07 19:00:00,420.66666667
2024-04-07 18:00:00,473.71428571
2024-04-07 17:00:00,688.0
2024-04-07 16:00:00,654.0
2024-04-07 15:00:00,822.5
2024-04-07 14:00:00,651.0
2024-04-07 13:00:00,399.625
2024-04-07 12:00:00,462.44444444
2024-04-07 11:00:00,594.14285714
2024-04-07 10:00:00,458.16666667
2024-04-07 09:00:00,306.25
2024-04-07 08:00:00,359.33333333
2024-04-07 07:00:00,496.75
2024-04-07 06:00:00,479.5
2024-04-07 05:00:00,631.4
2024-04-07 04:00:00,318.0
2024-04-07 03:00:00,1801.5
2024-04-07 02:00:00,541.75
2024-04-07 01:00:00,733.0
2024-04-07 00:00:00,779.0
2024-04-06 23:00:00,969.75
2024-04-06 22:00:00,765.75
2024-04-06 21:00:00,400.44444444
2024-04-06 20:00:00,938.0
2024-04-06 19:00:00,361.27272727
2024-04-06 18:00:00,388.75
2024-04-06 17:00:00,355.72727273
2024-04-06 16:00:00,666.0
2024-04-06 15:00:00,1077.0
2024-04-06 14:00:00,745.8
2024-04-06 13:00:00,565.2
2024-04-06 12:00:00,681.57142857
2024-04-06 11:00:00,500.33333333
2024-04-06 10:00:00,806.2
2024-04-06 09:00:00,785.75
2024-04-06 08:00:00,488.0
2024-04-06 07:00:00,518.0
2024-04-06 06:00:00,643.33333333
2024-04-06 05:00:00,608.6
2024-04-06 04:00:00,645.16666667
2024-04-06 03:00:00,890.25
2024-04-06 02:00:00,581.16666667
2024-04-06 01:00:00,302.66666667
2024-04-06 00:00:00,362.77777778
2024-04-05 23:00:00,901.0
2024-04-05 22:00:00,960.25
2024-04-05 21:00:00,672.85714286
2024-04-05 20:00:00,827.0
2024-04-05 19:00:00,1806.0
2024-04-05 18:00:00,393.0
2024-04-05 17:00:00,700.16666667
2024-04-05 16:00:00,333.375
2024-04-05 15:00:00,430.44444444
2024-04-05 14:00:00,359.55555556
2024-04-05 13:00:00,269.07142857
2024-04-05 12:00:00,524.0
2024-04-05 11:00:00,503.0
2024-04-05 10:00:00,389.375
2024-04-05 09:00:00,590.2
2024-04-05 08:00:00,731.33333333
2024-04-05 07:00:00,874.2
2024-04-05 06:00:00,864.0
2024-04-05 05:00:00,457.0
2024-04-05 04:00:00,467.9
2024-04-05 03:00:00,328.0
2024-04-05 02:00:00,641.66666667
2024-04-05 01:00:00,1061.33333333
2024-04-05 00:00:00,3661.0
2024-04-04 23:00:00,553.11111111
2024-04-04 22:00:00,1738.5
2024-04-04 21:00:00,300.625
2024-04-04 20:00:00,1437.0
2024-04-04 19:00:00,454.71428571
2024-04-04 18:00:00,656.0
2024-04-04 17:00:00,315.45454545
2024-04-04 16:00:00,963.8
2024-04-04 15:00:00,1343.0
2024-04-04 14:00:00,982.0
2024-04-04 13:00:00,664.33333333
2024-04-04 12:00:00,1019.75
2024-04-04 11:00:00,851.75
2024-04-04 10:00:00,793.25
2024-04-04 09:00:00,572.14285714
2024-04-04 08:00:00,934.25
2024-04-04 07:00:00,409.57142857
2024-04-04 06:00:00,935.75
2024-04-04 05:00:00,490.42857143
2024-04-04 04:00:00,396.11111111
2024-04-04 03:00:00,519.625
2024-04-04 02:00:00,353.66666667
2024-04-04 01:00:00,1293.5
2024-04-04 00:00:00,597.0
2024-04-03 23:00:00,565.0
2024-04-03 22:00:00,802.4
2024-04-03 21:00:00,996.25
2024-04-03 20:00:00,521.8
2024-04-03 19:00:00,827.2
2024-04-03 18:00:00,614.6
2024-04-03 17:00:00,1127.83333333
2024-04-03 16:00:00,429.0
2024-04-03 15:00:00,432.5
2024-04-03 14:00:00,358.9
2024-04-03 13:00:00,816.4
2024-04-03 12:00:00,546.5
2024-04-03 11:00:00,670.33333333
2024-04-03 10:00:00,286.18181818
2024-04-03 09:00:00,875.25
2024-04-03 08:00:00,488.75
2024-04-03 07:00:00,403.11111111
2024-04-03 06:00:00,669.0
2024-04-03 05:00:00,3528.0
2024-04-03 04:00:00,674.0
2024-04-03 03:00:00,363.36363636
2024-04-03 02:00:00,696.0
2024-04-03 01:00:00,901.66666667
2024-04-03 00:00:00,687.33333333
2024-04-02 23:00:00,537.28571429
2024-04-02 22:00:00,701.6
2024-04-02 21:00:00,755.0
2024-04-02 20:00:00,524.14285714
2024-04-02 19:00:00,623.5
2024-04-02 18:00:00,341.1
2024-04-02 17:00:00,494.85714286
2024-04-02 16:00:00,975.0
2024-04-02 15:00:00,762.0
2024-04-02 14:00:00,986.0
2024-04-02 13:00:00,754.71428571
2024-04-02 12:00:00,416.83333333
2024-04-02 11:00:00,788.6
2024-04-02 10:00:00,471.14285714
2024-04-02 09:00:00,528.8
2024-04-02 08:00:00,455.0
2024-04-02 07:00:00,831.16666667
2024-04-02 06:00:00,718.4
2024-04-02 05:00:00,377.0
2024-04-02 04:00:00,400.55555556
2024-04-02 03:00:00,541.875
2024-04-02 02:00:00,311.11111111
2024-04-02 01:00:00,830.33333333
2024-04-02 00:00:00,927.33333333
2024-04-01 23:00:00,387.0
2024-04-01 22:00:00,621.57142857
2024-04-01 21:00:00,605.4
2024-04-01 20:00:00,970.5
2024-04-01 19:00:00,317.83333333
2024-04-01 18:00:00,799.25
2024-04-01 17:00:00,696.2
2024-04-01 16:00:00,689.6
2024-04-01 15:00:00,364.4
2024-04-01 14:00:00,2411.5
2024-04-01 13:00:00,587.0
2024-04-01 12:00:00,688.0
2024-04-01 11:00:00,555.0
2024-04-01 10:00:00,821.5
2024-04-01 09:00:00,228.66666667
2024-04-01 08:00:00,731.0
2024-04-01 07:00:00,736.8
2024-04-01 06:00:00,596.5
2024-04-01 05:00:00,903.0
2024-04-01 04:00:00,435.5
2024-04-01 03:00:00,608.0
2024-04-01 02:00:00,582.57142857
2024-04-01 01:00:00,533.5
2024-04-01 00:00:00,826.6
2024-03-31 23:00:00,778.5
2024-03-31 22:00:00,430.66666667
2024-03-31 21:00:00,588.0
2024-03-31 20:00:00,460.57142857
2024-03-31 19:00:00,257.64285714
2024-03-31 18:00:00,2291.0
2024-03-31 17:00:00,627.6
2024-03-31 16:00:00,1707.0
2024-03-31 15:00:00,436.14285714
2024-03-31 14:00:00,737.6
2024-03-31 13:00:00,1875.0
2024-03-31 12:00:00,678.6
2024-03-31 11:00:00,671.0
2024-03-31 10:00:00,1056.66666667
2024-03-31 09:00:00,1203.33333333
2024-03-31 08:00:00,1375.5
2024-03-31 07:00:00,497.75
2024-03-31 06:00:00,334.9
2024-03-31 05:00:00,461.25
2024-03-31 04:00:00,687.16666667
2024-03-31 03:00:00,584.2
2024-03-31 02:00:00,1203.0
2024-03-31 01:00:00,402.77777778
2024-03-31 00:00:00,583.57142857
2024-03-30 23:00:00,780.0
2024-03-30 22:00:00,615.14285714
2024-03-30 21:00:00,700.83333333
2024-03-30 20:00:00,721.25
2024-03-30 19:00:00,637.6
2024-03-30 18:00:00,467.22222222
2024-03-30 17:00:00,434.88888889
2024-03-30 16:00:00,890.66666667
2024-03-30 15:00:00,730.6
2024-03-30 14:00:00,620.83333333
2024-03-30 13:00:00,747.8
2024-03-30 12:00:00,537.125
2024-03-30 11:00:00,412.66666667
2024-03-30 10:00:00,468.75
2024-03-30 09:00:00,338.54545455
2024-03-30 08:00:00,687.14285714
2024-03-30 07:00:00,1247.0
2024-03-30 06:00:00,475.57142857
2024-03-30 05:00:00,371.88888889
2024-03-30 04:00:00,379.36363636
2024-03-30 03:00:00,706.6
2024-03-30 02:00:00,822.75
2024-03-30 01:00:00,346.1
2024-03-30 00:00:00,946.75
2024-03-29 23:00:00,1007.5
2024-03-29 22:00:00,426.14285714
2024-03-29 21:00:00,363.8
2024-03-29 20:00:00,429.3
2024-03-29 19:00:00,590.22222222
2024-03-29 18:00:00,607.5
2024-03-29 17:00:00,500.57142857
2024-03-29 16:00:00,381.18181818
2024-03-29 15:00:00,696.83333333
2024-03-29 14:00:00,951.8
2024-03-29 13:00:00,698.0
2024-03-29 12:00:00,549.8
2024-03-29 11:00:00,732.6
2024-03-29 10:00:00,822.8
2024-03-29 09:00:00,711.8
2024-03-29 08:00:00,942.5
2024-03-29 07:00:00,772.75
2024-03-29 06:00:00,725.6
2024-03-29 05:00:00,799.71428571
2024-03-29 04:00:00,2165.0
2024-03-29 03:00:00,413.71428571
2024-03-29 02:00:00,454.625
2024-03-29 01:00:00,395.55555556
2024-03-29 00:00:00,813.0
2024-03-28 23:00:00,515.66666667
2024-03-28 22:00:00,976.0
2024-03-28 21:00:00,441.0
2024-03-28 20:00:00,785.0
2024-03-28 19:00:00,908.25
2024-03-28 18:00:00,451.125
2024-03-28 17:00:00,433.33333333
2024-03-28 16:00:00,632.0
2024-03-28 15:00:00,543.125
2024-03-28 14:00:00,319.55555556
2024-03-28 13:00:00,571.14285714
2024-03-28 12:00:00,562.0
2024-03-28 11:00:00,616.33333333
2024-03-28 10:00:00,716.0
2024-03-28 09:00:00,458.77777778
2024-03-28 08:00:00,792.0
2024-03-28 07:00:00,404.0
2024-03-28 06:00:00,396.8
2024-03-28 05:00:00,493.28571429
2024-03-28 04:00:00,583.5
2024-03-28 03:00:00,919.25
2024-03-28 02:00:00,904.0
2024-03-28 01:00:00,533.66666667
2024-03-28 00:00:00,395.44444444
2024-03-27 23:00:00,702.0
2024-03-27 22:00:00,521.0
2024-03-27 21:00:00,443.625
2024-03-27 20:00:00,538.42857143
2024-03-27 19:00:00,529.0
2024-03-27 18:00:00,620.14285714
2024-03-27 17:00:00,433.4
2024-03-27 16:00:00,1546.0
2024-03-27 15:00:00,1844.0
2024-03-27 14:00:00,660.83333333
2024-03-27 13:00:00,2484.0
2024-03-27 12:00:00,788.25
2024-03-27 11:00:00,1433.66666667
2024-03-27 10:00:00,655.5
2024-03-27 09:00:00,631.2
2024-03-27 08:00:00,456.875
2024-03-27 07:00:00,802.6
2024-03-27 06:00:00,422.0
2024-03-27 05:00:00,637.85714286
2024-03-27 04:00:00,416.83333333
2024-03-27 03:00:00,949.5
2024-03-27 02:00:00,370.44444444
2024-03-27 01:00:00,596.875
2024-03-27 00:00:00,550.6
2024-03-26 23:00:00,359.66666667
2024-03-26 22:00:00,1068.25
2024-03-26 21:00:00,568.2
2024-03-26 20:00:00,625.5
2024-03-26 19:00:00,519.0
2024-03-26 18:00:00,383.16666667
2024-03-26 17:00:00,458.22222222
2024-03-26 16:00:00,444.0
2024-03-26 15:00:00,952.25
2024-03-26 14:00:00,616.66666667
2024-03-26 13:00:00,1460.0
2024-03-26 12:00:00,713.4
2024-03-26 11:00:00,1088.0
2024-03-26 10:00:00,675.33333333
2024-03-26 09:00:00,1168.0
2024-03-26 08:00:00,509.66666667
2024-03-26 07:00:00,565.28571429
2024-03-26 06:00:00,547.16666667
2024-03-26 05:00:00,892.0
2024-03-26 04:00:00,424.66666667
2024-03-26 03:00:00,824.0
2024-03-26 02:00:00,763.2
2024-03-26 01:00:00,1252.33333333
2024-03-26 00:00:00,455.0
2024-03-25 23:00:00,343.08333333
2024-03-25 22:00:00,522.625
2024-03-25 21:00:00,804.0
2024-03-25 20:00:00,347.5
2024-03-25 19:00:00,733.4
2024-03-25 18:00:00,800.16666667
2024-03-25 17:00:00,1286.33333333
2024-03-25 16:00:00,713.6
2024-03-25 15:00:00,558.0
2024-03-25 14:00:00,1126.66666667
2024-03-25 13:00:00,
2024-03-25 12:00:00,1168.66666667
2024-03-25 11:00:00,563.85714286
2024-03-25 10:00:00,430.375
2024-03-25 09:00:00,636.875
2024-03-25 08:00:00,514.66666667
2024-03-25 07:00:00,610.16666667
2024-03-25 06:00:00,1155.33333333
2024-03-25 05:00:00,904.25
2024-03-25 04:00:00,654.57142857
2024-03-25 03:00:00,710.0
2024-03-25 02:00:00,646.16666667
2024-03-25 01:00:00,1569.5
2024-03-25 00:00:00,377.71428571
2024-03-24 23:00:00,897.25
2024-03-24 22:00:00,461.44444444
2024-03-24 21:00:00,518.6
